Street;Neighbourhood;City;Zipcode;Country;Latitude;Longitude;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Amenities;Square Feet;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Number of Reviews;Reviews per Month
Embajadores, Madrid, Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.409123519157646;-3.700638311235356;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox;474.0;46.0;100.0;;1;12;1;352;6.45
Embajadores, Madrid, Community of Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.40922313142328;-3.701001381061294;Apartment;Entire home/apt;2;1.0;;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Heating,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;194.0;38.0;90.0;15.0;1;0;2;253;4.96
Malasaña, Madrid, 28004, Spain;Malasaña;Madrid;28004;Spain;40.42158765318234;-3.7077406600553777;House;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;861.0;70.0;150.0;20.0;2;20;6;26;0.55
Malasaña, Madrid, Community of Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42480002321573;-3.7017381293633367;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer;484.0;60.0;300.0;35.0;1;0;2;108;2.32
Sol, Madrid, Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.416087318911536;-3.706012198436393;Apartment;Entire home/apt;5;1.0;2.0;5.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Game console;753.0;100.0;;30.0;2;5;2;69;1.45
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.41487477521917;-3.706138110097797;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron;947.0;95.0;100.0;30.0;2;10;3;30;0.61
Palos do Moguer, Madrid, Madrid 28045, Spain;Palos do Moguer;Madrid;28045;Spain;40.4011938411793;-3.6914066663785694;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;TV,Wireless Internet,Wheelchair accessible,Doorman,Elevator in building,Heating,First aid kit;108.0;22.0;;;1;0;1;7;0.12
Ciudad Jardin, Madrid, Madrid 28002, Spain;Ciudad Jardin;Madrid;28002;Spain;40.44930520743265;-3.674242769071133;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;86.0;38.0;150.0;;1;0;1;23;0.55
Goya, Madrid, Comunidad de Madrid 28001, Spain;Goya;Madrid;28001;Spain;40.42497657527475;-3.67968090449344;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Essentials,Shampoo,Hangers,Laptop friendly workspace;1044.0;35.0;;;1;15;3;72;1.63
Sol, Madrid, Madrid 28014, Spain;Sol;Madrid;28014;Spain;40.41652586498898;-3.7030806089982633;Apartment;Entire home/apt;8;2.0;4.0;5.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Shampoo,Hangers,Iron,Laptop friendly workspace;2153.0;250.0;300.0;70.0;8;25;1;24;0.43
Trafalgar, Madrid, Community of Madrid 28010, Spain;Trafalgar;Madrid;28010;Spain;40.42933568387144;-3.696680238302639;House;Private room;9;2.0;6.0;9.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,Private living room,Private entrance;1292.0;23.0;88.0;20.0;1;22;4;14;0.3
Hispanoamérica, Madrid, Community of Madrid 28016, Spain;Hispanoamérica;Madrid;28016;Spain;40.45761691533783;-3.676689819641673;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Smoking allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;108.0;23.0;;18.0;1;0;2;28;0.6
Embajadores, Madrid, Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.409921068443566;-3.701763967506478;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo;344.0;45.0;;20.0;1;0;4;24;0.65
Argüelles, Madrid, Comunidad de Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;40.431026694516326;-3.72458616804393;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;75.0;55.0;150.0;30.0;1;12;2;3;0.13
Acacias, Madrid, Madrid 28005, Spain;Acacias;Madrid;28005;Spain;40.40332454288083;-3.705565423800741;Other;Shared room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,24-hour check-in;86.0;34.0;;;1;0;1;17;0.51
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.416611002648565;-3.7028232152595737;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;50.0;82.0;200.0;32.0;2;11;4;10;0.32
Sol, Madrid, Community of Madrid 28004, Spain;Sol;Madrid;28004;Spain;40.41985461332125;-3.703647549895199;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;Cable TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;484.0;100.0;200.0;40.0;2;10;2;19;0.44
Embajadores, Madrid, Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.411192242767775;-3.70469913404241;Apartment;Entire home/apt;9;1.5;3.0;6.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Pets allowed,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace;753.0;110.0;300.0;50.0;2;50;2;36;0.48
Castellana, Madrid, Madrid 28006, Spain;Castellana;Madrid;28006;Spain;40.43185613124143;-3.685074057113911;Apartment;Entire home/apt;7;2.0;3.0;6.0;Real Bed;TV,Cable TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Family/kid friendly;1292.0;450.0;300.0;180.0;1;0;7;0;
Cortes, Madrid, Community of Madrid 28012, Spain;Cortes;Madrid;28012;Spain;40.41402788061704;-3.701205812019463;Apartment;Entire home/apt;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;43.0;60.0;150.0;30.0;2;15;2;38;0.75
Aluche, Madrid, Community of Madrid 28044, Spain;Aluche;Madrid;28044;Spain;40.38168849567472;-3.781250862965449;Tent;Private room;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo;646.0;25.0;100.0;9.0;1;6;1;13;0.47
Cortes, Madrid, Madrid 28014, Spain;Cortes;Madrid;28014;Spain;40.41306616933326;-3.697036655183462;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials;431.0;67.0;;;2;5;1;2;0.04
Hortaleza, Madrid, Comunidad de Madrid 28050, Spain;Hortaleza;Madrid;28050;Spain;40.4912867482908;-3.649373874576992;Bed & Breakfast;Private room;2;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer;108.0;30.0;;10.0;1;12;1;4;0.17
Arapiles, Madrid, Madrid 28015, Spain;Arapiles;Madrid;28015;Spain;40.43275140330952;-3.710836418163829;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Pets live on this property,Cat(s),Elevator in building,Heating,Washer,First aid kit,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;2045.0;40.0;;;1;10;2;6;0.11
Sol, Madrid, Community of Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.41880924636174;-3.701292957856374;Apartment;Entire home/apt;3;1.0;0.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;646.0;45.0;200.0;20.0;2;25;2;215;5.42
La Latina, Madrid, Comunidad de Madrid 28005, Spain;La Latina;Madrid;28005;Spain;40.41120334720039;-3.707616856183343;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;301.0;41.0;87.0;19.0;1;14;1;356;5.07
Cortes, Madrid, Community of Madrid 28014, Spain;Cortes;Madrid;28014;Spain;40.41364007787354;-3.697922732962972;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;807.0;500.0;;;4;15;2;16;0.47
Gaztambide, Madrid, Madrid 28015, Spain;Gaztambide;Madrid;28015;Spain;40.43307735560352;-3.712327054415524;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Kitchen,Breakfast,Elevator in building,Heating,First aid kit,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;269.0;39.0;;15.0;1;0;1;26;0.68
Argüelles, Madrid, Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;40.42503213339734;-3.713599342954241;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;35.0;75.0;200.0;32.0;2;11;4;16;0.44
Malasaña, Madrid, Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;40.423933253091775;-3.7098399588286055;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo;484.0;59.0;150.0;;2;15;2;212;3.68
Embajadores, Madrid, Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.4079680300232;-3.699777822954831;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer;377.0;55.0;200.0;15.0;1;15;5;0;
Malasaña, Madrid, Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42900363977635;-3.70349825270182;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;753.0;105.0;300.0;;1;0;3;27;0.58
Argüelles, Madrid, Comunidad de Madrid 28008, Spain;Argüelles;Madrid;28008;Spain;40.42492023544748;-3.713446131719841;Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;25.0;40.0;100.0;20.0;1;10;2;21;0.25
Madrid, Community of Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.4144371813763;-3.70696931723713;Apartment;Entire home/apt;10;2.0;5.0;8.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;1615.0;300.0;;80.0;7;20;3;23;0.55
Malasaña, Madrid, Community of Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;40.4272112673842;-3.708675077487293;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Iron;538.0;75.0;150.0;;1;0;2;5;0.11
Sol, Madrid, Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.419113298900335;-3.7067934156394737;House;Entire home/apt;4;1.0;0.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;398.0;60.0;;;2;0;2;19;0.34
Aluche, Madrid, Madrid 28011, Spain;Aluche;Madrid;28011;Spain;40.411553938108334;-3.723706049290004;Apartment;Private room;7;2.0;1.0;7.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer;215.0;20.0;;12.0;1;15;2;6;0.13
Madrid, Community of Madrid 28004, Spain;;Madrid;28004;Spain;40.42425868033451;-3.707007593511574;Apartment;Entire home/apt;8;1.0;2.0;6.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Elevator in building,Hot tub,Heating,Family/kid friendly,Suitable for events,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;1184.0;95.0;250.0;25.0;1;0;1;2;0.06
Trafalgar, Madrid, Madrid 28010, Spain;Trafalgar;Madrid;28010;Spain;40.430857113236925;-3.702698425914537;Apartment;Entire home/apt;5;2.5;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;1292.0;105.0;100.0;55.0;2;20;2;166;2.97
Sol, Madrid, Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.41688871511224;-3.70741879457725;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hair dryer,Iron;269.0;65.0;100.0;40.0;2;0;3;154;2.75
Sol, Madrid, Community of Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.41679653535756;-3.704462350045468;Loft;Entire home/apt;2;1.0;0.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;323.0;69.0;;;1;0;2;297;6.07
Estrella, Madrid, Comunidad de Madrid 28007, Spain;Estrella;Madrid;28007;Spain;40.4094010003666;-3.665227091445031;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;22.0;50.0;;;1;0;2;10;0.43
Cortes, Madrid, Community of Madrid 28012, Spain;Cortes;Madrid;28012;Spain;40.4163104301393;-3.700769168072015;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;624.0;50.0;;;2;25;2;92;2.11
La Latina, Madrid, Community of Madrid, Spain;La Latina;Madrid;;Spain;40.409215873058464;-3.706287951085138;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;646.0;50.0;100.0;20.0;2;5;3;24;0.81
Acacias, Madrid, Community of Madrid 28005, Spain;Acacias;Madrid;28005;Spain;40.39691282184293;-3.7052017751946975;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron;807.0;68.0;;;2;10;2;26;0.56
Sol, Madrid, Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.419769277890666;-3.6999109520061007;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;TV,Internet,Air conditioning,Kitchen,Washer / Dryer,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer;807.0;102.0;300.0;52.0;1;11;3;2;0.09
Madrid, Madrid 28005, Spain;;Madrid;28005;Spain;40.40920805952384;-3.714400019440645;House;Private room;2;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;161.0;25.0;;;1;20;2;4;0.24
Puente de Vallecas, Madrid, Madrid 28053, Spain;Puente de Vallecas;Madrid;28053;Spain;40.386534423909126;-3.673251532530352;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Heating,Washer,Shampoo;151.0;40.0;;10.0;1;10;1;3;0.1
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.416110407915504;-3.707455917998101;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;1076.0;140.0;200.0;;3;10;2;72;1.48
Malasaña, Madrid, Madrid 28015, Spain;Malasaña;Madrid;28015;Spain;40.42599686146792;-3.712278094455042;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer;291.0;50.0;;20.0;1;0;3;15;0.3
Sol, Madrid, Madrid 28012, Spain;Sol;Madrid;28012;Spain;40.4159531747359;-3.7028077556896553;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo;538.0;108.0;150.0;30.0;2;15;3;42;0.75
Cortes, Madrid, Madrid 28012, Spain;Cortes;Madrid;28012;Spain;40.41454070366958;-3.7012119216222072;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Shampoo,Hair dryer,Iron;431.0;59.0;100.0;;2;10;3;14;0.23
Ciudad Lineal, Madrid, Community of Madrid 28027, Spain;Ciudad Lineal;Madrid;28027;Spain;40.44583420680726;-3.649905835298181;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance;969.0;78.0;200.0;25.0;4;0;5;34;0.93
Palacio, Madrid, Community of Madrid 28013, Spain;Palacio;Madrid;28013;Spain;40.41974014033648;-3.70904675032746;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Smoke detector,First aid kit,Fire extinguisher,Hair dryer,Laptop friendly workspace;646.0;65.0;140.0;20.0;2;45;2;118;2.13
Fuente del Berro, Madrid, Madrid 28028, Spain;Fuente del Berro;Madrid;28028;Spain;40.42257845273355;-3.6627460509909415;House;Private room;4;2.5;1.0;3.0;Real Bed;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Smoking allowed,Gym,Breakfast,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Suitable for events,Washer,Dryer;2691.0;25.0;;;1;15;2;21;0.5
Palacio, Madrid, Madrid 28013, Spain;Palacio;Madrid;28013;Spain;40.4149845354777;-3.713110576395113;Apartment;Entire home/apt;4;1.5;2.0;3.0;Real Bed;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Essentials;915.0;130.0;200.0;50.0;2;20;7;4;0.11
Villa de Vallecas, Madrid, Madrid 28051, Spain;Villa de Vallecas;Madrid;28051;Spain;40.37081301751039;-3.613969278786916;House;Private room;1;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Pool,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer;140.0;50.0;;;1;0;7;1;0.04
Embajadores, Madrid, Comunidad de Madrid 28012, Spain;Embajadores;Madrid;28012;Spain;40.41263655421525;-3.703781009045708;House;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hair dryer,Laptop friendly workspace,Private entrance;409.0;49.0;120.0;20.0;2;10;1;100;2.39
Palos do Moguer, Madrid, Comunidad de Madrid 28045, Spain;Palos do Moguer;Madrid;28045;Spain;40.40149362085039;-3.69821236607277;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;603.0;55.0;;;1;0;1;5;0.16
Cortes, Madrid, Madrid 28012, Spain;Cortes;Madrid;28012;Spain;40.4143299097119;-3.701233576772441;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Shampoo,Hair dryer,Iron;431.0;59.0;100.0;;2;10;3;21;0.37
Sol, Madrid, Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.42010133762972;-3.706252596928181;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;Wireless Internet,Air conditioning,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;129.0;40.0;85.0;;1;0;2;43;0.77
Malasaña, Madrid, Community of Madrid 28004, Spain;Malasaña;Madrid;28004;Spain;40.42570915112356;-3.7039327672486233;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;452.0;55.0;100.0;40.0;1;10;2;110;2.12
Palacio, Madrid, Community of Madrid 28013, Spain;Palacio;Madrid;28013;Spain;40.4193509035268;-3.711623473406378;House;Private room;2;1.0;1.0;1.0;Real Bed;Internet,Wireless Internet,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_50;280.0;39.0;;15.0;1;0;2;159;5.09
Madrid, Madrid 28035, Spain;Fuencarral-El Pardo;Madrid;28035;Spain;40.4768311238908;-3.7389743086338183;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49;969.0;23.0;100.0;10.0;15;15;1;1;0.06
Sol, Madrid, Community of Madrid 28013, Spain;Sol;Madrid;28013;Spain;40.4188758133736;-3.703460071009226;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Hangers,Hair dryer,Iron;431.0;65.0;200.0;30.0;2;0;2;147;3.17
